time,year,month,temperature
2020-09-15,2020,9,17.6
2020-09-16,2020,9,19.2
2020-09-17,2020,9,21.4
2020-09-18,2020,9,20.5
2020-09-19,2020,9,16.2
2020-09-20,2020,9,16.1
2020-09-21,2020,9,16.8
2020-09-22,2020,9,18.1
2020-09-23,2020,9,21.7
2020-09-24,2020,9,21.2
2020-09-25,2020,9,20.9
2020-09-26,2020,9,21.0
2020-09-27,2020,9,22.6
2020-09-28,2020,9,22.7
2020-09-29,2020,9,21.7
2020-09-30,2020,9,19.6
2020-10-01,2020,10,19.3
2020-10-02,2020,10,17.2
2020-10-03,2020,10,16.8
2020-10-06,2020,10,18.0
2020-10-07,2020,10,19.3
2020-10-08,2020,10,16.7
2020-10-09,2020,10,16.9
2020-10-10,2020,10,18.8
2020-10-11,2020,10,18.6
2020-10-12,2020,10,13.1
2020-10-13,2020,10,14.7
2020-10-14,2020,10,16.5
2020-10-15,2020,10,18.5
2020-10-16,2020,10,15.0
2020-10-17,2020,10,13.1
2020-10-18,2020,10,14.5
2020-10-19,2020,10,16.5
2020-10-20,2020,10,18.1
2020-10-21,2020,10,18.2
2020-10-22,2020,10,18.9
2020-10-23,2020,10,18.0
2020-10-24,2020,10,17.4
2020-10-25,2020,10,11.1
2020-10-26,2020,10,13.6
2020-10-27,2020,10,14.8
2020-10-28,2020,10,13.7
2020-10-29,2020,10,12.0
2020-10-30,2020,10,7.4
2020-10-31,2020,10,6.8
2020-11-01,2020,11,11.0
2020-11-02,2020,11,7.1
2020-11-03,2020,11,9.6
2020-11-04,2020,11,12.5
2020-11-05,2020,11,14.9
2020-11-06,2020,11,16.7
2020-11-07,2020,11,17.9
2020-11-08,2020,11,17.1
2020-11-09,2020,11,17.5
2020-11-10,2020,11,18.5
2020-11-11,2020,11,19.0
2020-11-12,2020,11,14.1
2020-11-13,2020,11,10.5
2020-11-14,2020,11,10.4
2020-11-15,2020,11,11.6
2020-11-16,2020,11,11.3
2020-11-17,2020,11,7.6
2020-11-18,2020,11,3.0
2020-11-19,2020,11,5.3
2020-11-20,2020,11,12.0
2020-11-21,2020,11,13.6
2020-11-22,2020,11,10.4
2020-11-23,2020,11,11.6
2020-11-24,2020,11,8.2
2020-11-25,2020,11,10.4
2020-11-26,2020,11,15.1
2020-11-27,2020,11,13.0
2020-11-28,2020,11,11.0
2020-11-29,2020,11,9.5
2020-11-30,2020,11,13.9
2020-12-01,2020,12,10.1
2020-12-02,2020,12,5.0
2020-12-03,2020,12,6.5
2020-12-04,2020,12,8.6
2020-12-05,2020,12,7.1
2020-12-06,2020,12,4.3
2020-12-07,2020,12,3.0
2020-12-08,2020,12,2.2
2020-12-09,2020,12,2.3
2020-12-10,2020,12,6.7
2020-12-11,2020,12,9.1
2020-12-12,2020,12,11.1
2020-12-13,2020,12,12.0
2020-12-14,2020,12,5.7
2020-12-15,2020,12,3.2
2020-12-16,2020,12,-0.3
2020-12-17,2020,12,0.1
2020-12-18,2020,12,-0.4
2020-12-19,2020,12,-1.0
2020-12-20,2020,12,2.2
2020-12-21,2020,12,5.2
2020-12-22,2020,12,5.7
2020-12-23,2020,12,5.2
2020-12-24,2020,12,11.6
2020-12-25,2020,12,9.1
2020-12-26,2020,12,-1.3
2020-12-27,2020,12,0.4
2020-12-28,2020,12,6.8
2020-12-29,2020,12,3.8
2020-12-30,2020,12,2.3
2020-12-31,2020,12,6.3
